pre,suff,count
monkey,dick,83
monkey,cunt,39
monkey,ass,95
monkey,cock,23
monkey,balls,1021
monkey,face,625
monkey,head,138
monkey,nuts,182
monkey,brain,815
monkey,brains,1164
monkey,knuckle,4
monkey,mouth,20
monkey,nose,30
monkey,skull,10
monkey,tard,16
monkey,oid,3
monkey,ster,1
monkey,azoid,0
monkey,let,0
monkey,fuck,251
monkey,shit,383
monkey,fart,17
monkey,wit,0
monkey,lib,0
monkey,breath,133
rat,wad,2
rat,bag,4742
rat,bucket,2
rat,sack,177
rat,ball,99
rat,splash,0
rat,pot,6
rat,pile,34
rat,weasel,12
rat,monkey,31
rat,dog,3548
rat,rat,133
rat,bird,1221
rat,goblin,5
rat,puffin,0
rat,licker,256
rat,muncher,4
rat,fucker,3958
rat,sucker,13
rat,lord,264
rat,clown,0
rat,slut,4
rat,pirate,0
rat,bro,1095
rat,nazi,4
rat,whore,10
rat,boy,4458
rat,boi,290
rat,burglar,0
rat,bandit,1
rat,bitch,36
rat,waffle,1
rat,burger,249
rat,cake,12
rat,nugget,1
rat,rag,2
rat,nozzle,0
rat,stain,1
rat,wagon,2
rat,weed,14
rat,hat,135
rat,canoe,0
rat,boat,3
rat,stick,81
rat,socket,0
rat,trumpet,0
rat,mitten,0
rat,twat,1
rat,dick,229
rat,cunt,53
rat,ass,322
rat,cock,17
rat,balls,58
rat,face,2540
rat,head,135
rat,nuts,5
rat,brain,109
rat,brains,14
rat,knuckle,1
rat,mouth,18
rat,nose,24
rat,skull,37
rat,tard,16
rat,oid,9
rat,ster,40
rat,azoid,2
rat,let,80
rat,fuck,17471.125
rat,shit,2980
rat,fart,24
rat,wit,8
rat,lib,0
rat,breath,17
weasel,wad,0
weasel,bag,14
weasel,bucket,1
weasel,sack,0
weasel,ball,16
weasel,splash,0
weasel,pot,1
weasel,pile,0
weasel,weasel,10
weasel,monkey,1
weasel,dog,5
weasel,rat,4
weasel,bird,2
weasel,goblin,0
weasel,puffin,0
weasel,licker,0
weasel,muncher,0
weasel,fucker,17
weasel,sucker,0
weasel,lord,1
weasel,clown,0
weasel,slut,0
weasel,pirate,0
weasel,bro,3
weasel,nazi,0
weasel,whore,0
weasel,boy,54
weasel,boi,3
weasel,burglar,0
weasel,bandit,4
weasel,bitch,3
weasel,waffle,0
weasel,burger,1
weasel,cake,7
weasel,nugget,2
weasel,rag,0
weasel,nozzle,0
weasel,stain,0
weasel,wagon,0
weasel,weed,0
weasel,hat,0
weasel,canoe,0
weasel,boat,0
weasel,stick,2
weasel,socket,0
weasel,trumpet,0
weasel,mitten,0
weasel,twat,0
weasel,dick,78
weasel,cunt,13
weasel,ass,0
weasel,cock,5
weasel,balls,4
weasel,face,101
weasel,head,469
weasel,nuts,4
weasel,brain,7
weasel,brains,0
weasel,knuckle,0
weasel,mouth,5
weasel,nose,1
weasel,skull,0
weasel,tard,0
weasel,oid,15
weasel,ster,0
weasel,azoid,0
weasel,let,0
weasel,fuck,30
weasel,shit,54
weasel,fart,9
weasel,wit,0
weasel,lib,0
weasel,breath,1
bird,wad,0
bird,bag,13
bird,bucket,7
bird,sack,7
bird,ball,43
bird,splash,0
bird,pot,3
bird,pile,2
bird,weasel,0
bird,monkey,8
bird,dog,2028
bird,rat,27
bird,bird,173
bird,goblin,0
bird,puffin,0
bird,licker,0
bird,muncher,1
bird,fucker,181
bird,sucker,2
bird,lord,57
bird,clown,2
bird,slut,5
bird,pirate,2
bird,bro,2234
bird,nazi,1
bird,whore,5
bird,boy,987
bird,boi,216
bird,burglar,2
bird,bandit,1
bird,bitch,50
bird,waffle,1
bird,burger,10
bird,cake,17
bird,nugget,0
bird,rag,2
bird,nozzle,0
bird,stain,5
bird,wagon,10
bird,weed,5
bird,hat,82
bird,canoe,1
bird,boat,36
bird,stick,8
bird,socket,1
bird,trumpet,0
bird,mitten,1
bird,twat,4
bird,dick,24
bird,cunt,5
bird,ass,67
bird,cock,45
bird,balls,13
bird,face,1279
bird,head,411
bird,nuts,3
bird,brain,4353
bird,brains,1376
bird,knuckle,0
bird,mouth,31
bird,nose,67
bird,skull,139
bird,tard,8
bird,oid,8
bird,ster,22
bird,azoid,0
bird,let,39
bird,fuck,41
bird,shit,6010
bird,fart,8
bird,wit,0
bird,lib,0
bird,breath,8
fem,wad,2
fem,bag,5
fem,bucket,0
fem,sack,0
fem,ball,14
fem,splash,1
fem,pot,1
fem,pile,1
fem,weasel,0
fem,monkey,0
fem,dog,9
fem,rat,421
fem,bird,21
fem,goblin,7
fem,puffin,0
fem,licker,1
fem,muncher,0
fem,fucker,0
fem,sucker,0
fem,lord,56
fem,clown,4
fem,slut,26
fem,pirate,5
fem,bro,203
fem,nazi,5617
fem,whore,17
fem,boy,133608.45
fem,boi,6582
fem,burglar,0
fem,bandit,0
fem,bitch,43
fem,waffle,0
fem,burger,3
fem,cake,1
fem,nugget,0
fem,rag,6
fem,nozzle,0
fem,stain,0
fem,wagon,7
fem,weed,0
fem,hat,0
fem,canoe,0
fem,boat,17
fem,stick,8
fem,socket,0
fem,trumpet,0
fem,mitten,0
fem,twat,15
fem,dick,109
fem,cunt,224
fem,ass,4
fem,cock,280
fem,balls,36
fem,face,12
fem,head,0
fem,nuts,30
fem,brain,40
fem,brains,7
fem,knuckle,0
fem,mouth,0
fem,nose,1
fem,skull,1
fem,tard,1238
fem,oid,25000
fem,ster,19
fem,azoid,2
fem,let,136
fem,fuck,14
fem,shit,84
fem,fart,1
fem,wit,0
fem,lib,63
fem,breath,1
lib,wad,6
lib,bag,1
lib,bucket,0
lib,sack,2
lib,ball,4
lib,splash,1
lib,pot,0
lib,pile,0
lib,weasel,0
lib,monkey,3
lib,dog,13
lib,rat,408
lib,bird,2
lib,goblin,0
lib,puffin,0
lib,licker,4
lib,muncher,0
lib,fucker,7
lib,sucker,0
lib,lord,6
lib,clown,3
lib,slut,7
lib,pirate,0
lib,bro,38
lib,nazi,56
lib,whore,8
lib,boy,13
lib,boi,7
lib,burglar,0
lib,bandit,0
lib,bitch,7
lib,waffle,2
lib,burger,1
lib,cake,4
lib,nugget,1
lib,rag,30
lib,nozzle,0
lib,stain,14
lib,wagon,1
lib,weed,0
lib,hat,2
lib,canoe,0
lib,boat,0
lib,stick,46
lib,socket,12
lib,trumpet,0
lib,mitten,0
lib,twat,35
lib,dick,12
lib,cunt,142
lib,ass,494
lib,cock,13
lib,balls,0
lib,face,20
lib,head,10
lib,nuts,72
lib,brain,28
lib,brains,2
lib,knuckle,0
lib,mouth,1
lib,nose,2
lib,skull,0
lib,tard,302487.875
lib,oid,8
lib,ster,139
lib,azoid,1
lib,let,41
lib,fuck,191
lib,shit,7330
lib,fart,98
lib,wit,7
lib,lib,462
lib,breath,0
right,wad,11
right,bag,0
right,bucket,1
right,sack,22
right,ball,9
right,splash,0
right,pot,0
right,pile,0
right,weasel,0
right,monkey,1
right,dog,19
right,rat,0
right,bird,0
right,goblin,0
right,puffin,0
right,licker,16
right,muncher,0
right,fucker,0
right,sucker,0
right,lord,3
right,clown,0
right,slut,1
right,pirate,0
right,bro,36
right,nazi,0
right,whore,0
right,boy,11
right,boi,8
right,burglar,0
right,bandit,0
right,bitch,1
right,waffle,1
right,burger,1
right,cake,0
right,nugget,0
right,rag,1
right,nozzle,0
right,stain,0
right,wagon,0
right,weed,1
right,hat,6
right,canoe,0
right,boat,13
right,stick,328
right,socket,1
right,trumpet,0
right,mitten,0
right,twat,1
right,dick,1
right,cunt,4
right,ass,6
right,cock,1
right,balls,1
right,face,22
right,head,23
right,nuts,12
right,brain,43
right,brains,4
right,knuckle,0
right,mouth,0
right,nose,9
right,skull,0
right,tard,179
right,oid,13748
right,ster,68
right,azoid,0
right,let,3
right,fuck,9
right,shit,2
right,fart,35
right,wit,3
right,lib,294
right,breath,0
soy,wad,1
soy,bag,26
soy,bucket,0
soy,sack,5
soy,ball,29
soy,splash,0
soy,pot,2
soy,pile,1
soy,weasel,1
soy,monkey,3
soy,dog,104
soy,rat,3
soy,bird,5
soy,goblin,11
soy,puffin,0
soy,licker,3
soy,muncher,1
soy,fucker,12
soy,sucker,13
soy,lord,215
soy,clown,2
soy,slut,3
soy,pirate,6
soy,bro,39
soy,nazi,2
soy,whore,0
soy,boy,109940.25
soy,boi,4699
soy,burglar,0
soy,bandit,0
soy,bitch,73
soy,waffle,1
soy,burger,273
soy,cake,22
soy,nugget,3
soy,rag,10
soy,nozzle,0
soy,stain,1
soy,wagon,2
soy,weed,3
soy,hat,0
soy,canoe,0
soy,boat,1
soy,stick,5
soy,socket,0
soy,trumpet,0
soy,mitten,0
soy,twat,0
soy,dick,17
soy,cunt,32
soy,ass,11
soy,cock,12
soy,balls,35
soy,face,2511
soy,head,10
soy,nuts,192
soy,brain,90
soy,brains,23
soy,knuckle,0
soy,mouth,67
soy,nose,0
soy,skull,2
soy,tard,151
soy,oid,6
soy,ster,28
soy,azoid,0
soy,let,537
soy,fuck,30
soy,shit,70
soy,fart,0
soy,wit,0
soy,lib,8
soy,breath,2
trump,wad,218
trump,bag,25
trump,bucket,2
trump,sack,8
trump,ball,68
trump,splash,0
trump,pot,1
trump,pile,1
trump,weasel,5
trump,monkey,53
trump,dog,59
trump,rat,19
trump,bird,19
trump,goblin,0
trump,puffin,0
trump,licker,114
trump,muncher,1
trump,fucker,90
trump,sucker,485
trump,lord,65
trump,clown,16
trump,slut,20
trump,pirate,0
trump,bro,133
trump,nazi,69
trump,whore,12
trump,boy,117
trump,boi,94
trump,burglar,1
trump,bandit,0
trump,bitch,22
trump,waffle,7
trump,burger,40
trump,cake,36
trump,nugget,15
trump,rag,1
trump,nozzle,0
trump,stain,312
trump,wagon,115
trump,weed,7
trump,hat,44
trump,canoe,10
trump,boat,20
trump,stick,38
trump,socket,1
trump,trumpet,2
trump,mitten,0
trump,twat,51
trump,dick,86
trump,cunt,139
trump,ass,300
trump,cock,70
trump,balls,22
trump,face,178
trump,head,235
trump,nuts,225
trump,brain,34
trump,brains,2
trump,knuckle,4
trump,mouth,5
trump,nose,1
trump,skull,4
trump,tard,31073
trump,oid,255
trump,ster,31005
trump,azoid,32
trump,let,1772
trump,fuck,387
trump,shit,319
trump,fart,34
trump,wit,47
trump,lib,0
trump,breath,0
stink,wad,21
stink,bag,76
stink,bucket,6
stink,sack,23
stink,ball,90
stink,splash,0
stink,pot,1044
stink,pile,70
stink,weasel,14
stink,monkey,5
stink,dog,13
stink,rat,42
stink,bird,187
stink,goblin,1
stink,puffin,0
stink,licker,0
stink,muncher,0
stink,fucker,4
stink,sucker,1
stink,lord,37
stink,clown,0
stink,slut,0
stink,pirate,0
stink,bro,7
stink,nazi,1
stink,whore,3
stink,boy,50
stink,boi,22
stink,burglar,0
stink,bandit,0
stink,bitch,13
stink,waffle,3
stink,burger,65
stink,cake,1
stink,nugget,28
stink,rag,2
stink,nozzle,3
stink,stain,2
stink,wagon,19
stink,weed,5320
stink,hat,3
stink,canoe,0
stink,boat,13
stink,stick,12
stink,socket,0
stink,trumpet,0
stink,mitten,2
stink,twat,1
stink,dick,52
stink,cunt,6
stink,ass,120
stink,cock,0
stink,balls,38
stink,face,3420
stink,head,80
stink,nuts,12
stink,brain,48
stink,brains,8
stink,knuckle,6
stink,mouth,26
stink,nose,1
stink,skull,0
stink,tard,6
stink,oid,8
stink,ster,72
stink,azoid,2
stink,let,8
stink,fuck,20
stink,shit,8
stink,fart,12
stink,wit,1
stink,lib,0
stink,breath,60
bastard,wad,1
bastard,bag,0
bastard,bucket,1
bastard,sack,0
bastard,ball,15
bastard,splash,0
bastard,pot,0
bastard,pile,0
bastard,weasel,0
bastard,monkey,1
bastard,dog,0
bastard,rat,0
bastard,bird,2
bastard,goblin,0
bastard,puffin,0
bastard,licker,1
bastard,muncher,0
bastard,fucker,3
bastard,sucker,0
bastard,lord,1
bastard,clown,1
bastard,slut,2
bastard,pirate,0
bastard,bro,1
bastard,nazi,0
bastard,whore,3
bastard,boy,4
bastard,boi,3
bastard,burglar,0
bastard,bandit,0
bastard,bitch,9
bastard,waffle,0
bastard,burger,10
bastard,cake,0
bastard,nugget,2
bastard,rag,0
bastard,nozzle,0
bastard,stain,2
bastard,wagon,0
bastard,weed,0
bastard,hat,2
bastard,canoe,0
bastard,boat,0
bastard,stick,0
bastard,socket,0
bastard,trumpet,0
bastard,mitten,0
bastard,twat,1
bastard,dick,8
bastard,cunt,15
bastard,ass,24
bastard,cock,3
bastard,balls,2
bastard,face,39
bastard,head,13
bastard,nuts,0
bastard,brain,0
bastard,brains,0
bastard,knuckle,0
bastard,mouth,1
bastard,nose,0
bastard,skull,0
bastard,tard,0
bastard,oid,0
bastard,ster,0
bastard,azoid,0
bastard,let,1
bastard,fuck,18
bastard,shit,2
bastard,fart,0
bastard,wit,0
bastard,lib,0
bastard,breath,1
donkey,wad,47
donkey,bag,2
donkey,bucket,1
donkey,sack,2
donkey,ball,40
donkey,splash,0
donkey,pot,0
donkey,pile,0
donkey,weasel,1
donkey,monkey,9
donkey,dog,12
donkey,rat,1
donkey,bird,6
donkey,goblin,1
donkey,puffin,0
donkey,licker,5
donkey,muncher,1
donkey,fucker,173
donkey,sucker,2
donkey,lord,1
donkey,clown,2
donkey,slut,0
donkey,pirate,15
donkey,bro,22
donkey,nazi,0
donkey,whore,3
donkey,boy,304
donkey,boi,17
donkey,burglar,0
donkey,bandit,14
donkey,bitch,12
donkey,waffle,8
donkey,burger,3
donkey,cake,1
donkey,nugget,5
donkey,rag,0
donkey,nozzle,14
donkey,stain,21
donkey,wagon,6
donkey,weed,3
donkey,hat,9
donkey,canoe,0
donkey,boat,3
donkey,stick,3
donkey,socket,0
donkey,trumpet,0
donkey,mitten,0
donkey,twat,5
donkey,dick,383
donkey,cunt,21
donkey,ass,50
donkey,cock,68
donkey,balls,1667
donkey,face,243
donkey,head,32
donkey,nuts,43
donkey,brain,118
donkey,brains,587
donkey,knuckle,1
donkey,mouth,17
donkey,nose,2
donkey,skull,0
donkey,tard,1
donkey,oid,0
donkey,ster,0
donkey,azoid,0
donkey,let,1
donkey,fuck,98
donkey,shit,318
donkey,fart,24
donkey,wit,0
donkey,lib,0
donkey,breath,5
moron,wad,0
moron,bag,7
moron,bucket,1
moron,sack,0
moron,ball,17
moron,splash,0
moron,pot,0
moron,pile,1
moron,weasel,0
moron,monkey,0
moron,dog,2
moron,rat,0
moron,bird,0
moron,goblin,0
moron,puffin,0
moron,licker,0
moron,muncher,0
moron,fucker,1
moron,sucker,0
moron,lord,11
moron,clown,0
moron,slut,0
moron,pirate,0
moron,bro,4
moron,nazi,0
moron,whore,2
moron,boy,6
moron,boi,0
moron,burglar,0
moron,bandit,0
moron,bitch,0
moron,waffle,0
moron,burger,2
moron,cake,2
moron,nugget,0
moron,rag,0
moron,nozzle,0
moron,stain,1
moron,wagon,0
moron,weed,0
moron,hat,0
moron,canoe,0
moron,boat,1
moron,stick,0
moron,socket,0
moron,trumpet,0
moron,mitten,0
moron,twat,0
moron,dick,3
moron,cunt,1
moron,ass,2
moron,cock,2
moron,balls,0
moron,face,25
moron,head,12
moron,nuts,0
moron,brain,2
moron,brains,1
moron,knuckle,0
moron,mouth,0
moron,nose,0
moron,skull,1
moron,tard,9
moron,oid,14
moron,ster,8
moron,azoid,0
moron,let,2
moron,fuck,4
moron,shit,3
moron,fart,0
moron,wit,0
moron,lib,2
moron,breath,0
idiot,wad,0
idiot,bag,12
idiot,bucket,0
idiot,sack,0
idiot,ball,147
idiot,splash,0
idiot,pot,0
idiot,pile,3
idiot,weasel,0
idiot,monkey,1
idiot,dog,5
idiot,rat,6
idiot,bird,4
idiot,goblin,0
idiot,puffin,0
idiot,licker,0
idiot,muncher,0
idiot,fucker,1
idiot,sucker,0
idiot,lord,7
idiot,clown,2
idiot,slut,1
idiot,pirate,0
idiot,bro,4
idiot,nazi,0
idiot,whore,1
idiot,boy,75
idiot,boi,10
idiot,burglar,0
idiot,bandit,0
idiot,bitch,14
idiot,waffle,0
idiot,burger,3
idiot,cake,3
idiot,nugget,0
idiot,rag,0
idiot,nozzle,0
idiot,stain,0
idiot,wagon,6
idiot,weed,1
idiot,hat,0
idiot,canoe,1
idiot,boat,0
idiot,stick,56
idiot,socket,0
idiot,trumpet,0
idiot,mitten,0
idiot,twat,0
idiot,dick,6
idiot,cunt,5
idiot,ass,41
idiot,cock,0
idiot,balls,20
idiot,face,199
idiot,head,125
idiot,nuts,0
idiot,brain,10
idiot,brains,1
idiot,knuckle,0
idiot,mouth,1
idiot,nose,0
idiot,skull,0
idiot,tard,7
idiot,oid,3
idiot,ster,0
idiot,azoid,0
idiot,let,0
idiot,fuck,41
idiot,shit,18
idiot,fart,0
idiot,wit,1
idiot,lib,0
idiot,breath,8
loser,wad,6
loser,bag,4
loser,bucket,0
loser,sack,0
loser,ball,36
loser,splash,0
loser,pot,2
loser,pile,21
loser,weasel,0
loser,monkey,1
loser,dog,3
loser,rat,1
loser,bird,3
loser,goblin,0
loser,puffin,0
loser,licker,0
loser,muncher,0
loser,fucker,2
loser,sucker,2
loser,lord,25
loser,clown,1
loser,slut,1
loser,pirate,1
loser,bro,26
loser,nazi,0
loser,whore,0
loser,boy,117
loser,boi,30
loser,burglar,0
loser,bandit,0
loser,bitch,12
loser,waffle,0
loser,burger,8
loser,cake,16
loser,nugget,0
loser,rag,0
loser,nozzle,0
loser,stain,0
loser,wagon,2
loser,weed,3
loser,hat,2
loser,canoe,0
loser,boat,1
loser,stick,0
loser,socket,0
loser,trumpet,0
loser,mitten,0
loser,twat,0
loser,dick,43
loser,cunt,8
loser,ass,29
loser,cock,2
loser,balls,2
loser,face,183
loser,head,27
loser,nuts,0
loser,brain,12
loser,brains,0
loser,knuckle,0
loser,mouth,0
loser,nose,0
loser,skull,0
loser,tard,10
loser,oid,11
loser,ster,1
loser,azoid,0
loser,let,0
loser,fuck,34
loser,shit,6
loser,fart,0
loser,wit,0
loser,lib,1
loser,breath,0
harpy,wad,0
harpy,bag,0
harpy,bucket,0
harpy,sack,0
harpy,ball,0
harpy,splash,0
harpy,pot,0
harpy,pile,0
harpy,weasel,0
harpy,monkey,0
harpy,dog,0
harpy,rat,0
harpy,bird,0
harpy,goblin,0
harpy,puffin,0
harpy,licker,0
harpy,muncher,0
harpy,fucker,0
harpy,sucker,0
harpy,lord,0
harpy,clown,0
harpy,slut,1
harpy,pirate,0
harpy,bro,1
harpy,nazi,0
harpy,whore,0
harpy,boy,0
harpy,boi,1
harpy,burglar,0
harpy,bandit,0
harpy,bitch,6
harpy,waffle,0
harpy,burger,0
harpy,cake,0
harpy,nugget,0
harpy,rag,0
harpy,nozzle,0
harpy,stain,0
harpy,wagon,0
harpy,weed,0
harpy,hat,0
harpy,canoe,0
harpy,boat,0
harpy,stick,0
harpy,socket,0
harpy,trumpet,0
harpy,mitten,0
harpy,twat,1
harpy,dick,0
harpy,cunt,2
harpy,ass,0
harpy,cock,0
harpy,balls,0
harpy,face,1
harpy,head,0
harpy,nuts,0
harpy,brain,0
harpy,brains,0
harpy,knuckle,0
harpy,mouth,0
harpy,nose,0
harpy,skull,0
harpy,tard,0
harpy,oid,0
harpy,ster,0
harpy,azoid,0
harpy,let,0
harpy,fuck,0
harpy,shit,1
harpy,fart,0
harpy,wit,0
harpy,lib,0
harpy,breath,0
faggot,wad,1
faggot,bag,2
faggot,bucket,1
faggot,sack,2
faggot,ball,29
faggot,splash,0
faggot,pot,1
faggot,pile,3
faggot,weasel,0
faggot,monkey,1
faggot,dog,13
faggot,rat,1
faggot,bird,5
faggot,goblin,0
faggot,puffin,16
faggot,licker,2
faggot,muncher,3
faggot,fucker,24
faggot,sucker,1
faggot,lord,78
faggot,clown,0
faggot,slut,9
faggot,pirate,0
faggot,bro,8
faggot,nazi,1
faggot,whore,7
faggot,boy,46
faggot,boi,21
faggot,burglar,0
faggot,bandit,0
faggot,bitch,37
faggot,waffle,1
faggot,burger,7
faggot,cake,5
faggot,nugget,1
faggot,rag,0
faggot,nozzle,0
faggot,stain,1
faggot,wagon,6
faggot,weed,0
faggot,hat,0
faggot,canoe,0
faggot,boat,1
faggot,stick,7
faggot,socket,0
faggot,trumpet,0
faggot,mitten,0
faggot,twat,0
faggot,dick,12
faggot,cunt,62
faggot,ass,319
faggot,cock,17
faggot,balls,25
faggot,face,88
faggot,head,26
faggot,nuts,1
faggot,brain,3
faggot,brains,2
faggot,knuckle,0
faggot,mouth,6
faggot,nose,1
faggot,skull,0
faggot,tard,8
faggot,oid,8
faggot,ster,1
faggot,azoid,0
faggot,let,2
faggot,fuck,58
faggot,shit,71
faggot,fart,0
faggot,wit,0
faggot,lib,0
faggot,breath,3
